epoch,global_step,learning_rate,timestamp,train_loss
0.0,0,0.001,2025-07-12 17-43-10.553970,11.660971641540527
0.001,1,0.001,2025-07-12 17-43-10.603346,11.317418098449707
0.002,2,0.001,2025-07-12 17-43-10.643941,11.63875675201416
0.003,3,0.001,2025-07-12 17-43-10.689839,11.29522705078125
0.004,4,0.001,2025-07-12 17-43-10.742692,11.563465118408203
0.005,5,0.001,2025-07-12 17-43-10.787332,11.60489273071289
0.006,6,0.001,2025-07-12 17-43-10.833340,11.267657279968262
0.007,7,0.001,2025-07-12 17-43-10.864638,12.160929679870605
0.008,8,0.001,2025-07-12 17-43-10.902305,11.601195335388184
0.009000000000000001,9,0.001,2025-07-12 17-43-10.942410,11.596085548400879
0.010000000000000002,10,0.001,2025-07-12 17-43-10.989683,11.599384307861328
0.011000000000000003,11,0.001,2025-07-12 17-43-11.029987,11.586237907409668
0.012000000000000004,12,0.001,2025-07-12 17-43-11.064225,11.821793556213379
0.013000000000000005,13,0.001,2025-07-12 17-43-11.113889,11.543647766113281
0.014000000000000005,14,0.001,2025-07-12 17-43-11.161552,11.55597972869873
0.015000000000000006,15,0.001,2025-07-12 17-43-11.195020,11.479327201843262
0.016000000000000007,16,0.001,2025-07-12 17-43-11.235827,11.534955024719238
0.017000000000000008,17,0.001,2025-07-12 17-43-11.282650,11.472376823425293
0.01800000000000001,18,0.001,2025-07-12 17-43-11.323622,11.518206596374512
0.01900000000000001,19,0.001,2025-07-12 17-43-11.374622,11.458430290222168
0.02000000000000001,20,0.001,2025-07-12 17-43-11.422085,11.44019603729248
0.02100000000000001,21,0.001,2025-07-12 17-43-11.456455,11.745696067810059
0.022000000000000013,22,0.001,2025-07-12 17-43-11.498021,11.481407165527344
0.023000000000000013,23,0.001,2025-07-12 17-43-11.538795,11.445236206054688
0.024000000000000014,24,0.001,2025-07-12 17-43-11.572521,11.724167823791504
0.025000000000000015,25,0.001,2025-07-12 17-43-11.614272,11.422863960266113
0.026000000000000016,26,0.001,2025-07-12 17-43-11.664182,11.165043830871582
0.027000000000000017,27,0.001,2025-07-12 17-43-11.707997,11.444877624511719
0.028000000000000018,28,0.001,2025-07-12 17-43-11.753073,11.39898681640625
0.02900000000000002,29,0.001,2025-07-12 17-43-11.788213,11.676384925842285
0.03000000000000002,30,0.001,2025-07-12 17-43-11.820487,11.675250053405762
0.03100000000000002,31,0.001,2025-07-12 17-43-11.852265,11.351223945617676
0.03200000000000002,32,0.001,2025-07-12 17-43-11.884688,11.66455078125
0.03300000000000002,33,0.001,2025-07-12 17-43-11.922665,11.349884986877441
0.03400000000000002,34,0.001,2025-07-12 17-43-11.953788,11.984601020812988
0.035000000000000024,35,0.001,2025-07-12 17-43-11.998464,11.342529296875
0.036000000000000025,36,0.001,2025-07-12 17-43-12.031847,11.318087577819824
0.037000000000000026,37,0.001,2025-07-12 17-43-12.072258,11.318079948425293
0.03800000000000003,38,0.001,2025-07-12 17-43-12.109513,11.289511680603027
0.03900000000000003,39,0.001,2025-07-12 17-43-12.157555,11.327298164367676
0.04000000000000003,40,0.001,2025-07-12 17-43-12.204361,11.281990051269531
0.04100000000000003,41,0.001,2025-07-12 17-43-12.255919,11.336031913757324
0.04200000000000003,42,0.001,2025-07-12 17-43-12.308451,11.262580871582031
0.04300000000000003,43,0.001,2025-07-12 17-43-12.359857,11.300557136535645
0.04400000000000003,44,0.001,2025-07-12 17-43-12.403296,11.243412971496582
0.04500000000000003,45,0.001,2025-07-12 17-43-12.441678,11.521403312683105
0.046000000000000034,46,0.001,2025-07-12 17-43-12.492847,11.281959533691406
0.047000000000000035,47,0.001,2025-07-12 17-43-12.537109,11.497821807861328
0.048000000000000036,48,0.001,2025-07-12 17-43-12.617835,11.216822624206543
0.04900000000000004,49,0.001,2025-07-12 17-43-12.663616,11.23535442352295
0.05000000000000004,50,0.001,2025-07-12 17-43-12.708261,11.470824241638184
0.05100000000000004,51,0.001,2025-07-12 17-43-12.774688,11.241435050964355
0.05200000000000004,52,0.001,2025-07-12 17-43-12.827755,11.250178337097168
0.05300000000000004,53,0.001,2025-07-12 17-43-12.871866,11.233352661132812
0.05400000000000004,54,0.001,2025-07-12 17-43-12.912970,11.167813301086426
0.05500000000000004,55,0.001,2025-07-12 17-43-12.959719,11.197310447692871
0.05600000000000004,56,0.001,2025-07-12 17-43-13.003662,11.222285270690918
0.057000000000000044,57,0.001,2025-07-12 17-43-13.045445,11.205313682556152
0.058000000000000045,58,0.001,2025-07-12 17-43-13.088753,11.108086585998535
0.059000000000000045,59,0.001,2025-07-12 17-43-13.121652,11.405285835266113
0.060000000000000046,60,0.001,2025-07-12 17-43-13.157915,11.0925931930542
0.06100000000000005,61,0.001,2025-07-12 17-43-13.193600,11.378159523010254
0.06200000000000005,62,0.001,2025-07-12 17-43-13.237135,10.983376502990723
0.06300000000000004,63,0.001,2025-07-12 17-43-13.277044,11.060783386230469
0.06400000000000004,64,0.001,2025-07-12 17-43-13.325887,11.115954399108887
0.06500000000000004,65,0.001,2025-07-12 17-43-13.353692,11.763155937194824
0.06600000000000004,66,0.001,2025-07-12 17-43-13.392773,11.038315773010254
0.06700000000000005,67,0.001,2025-07-12 17-43-13.437665,11.019787788391113
0.06800000000000005,68,0.001,2025-07-12 17-43-13.488188,11.088043212890625
0.06900000000000005,69,0.001,2025-07-12 17-43-13.539450,11.086002349853516
0.07000000000000005,70,0.001,2025-07-12 17-43-13.576440,11.066311836242676
0.07100000000000005,71,0.001,2025-07-12 17-43-13.618236,10.979710578918457
0.07200000000000005,72,0.001,2025-07-12 17-43-13.676059,11.450678825378418
0.07300000000000005,73,0.001,2025-07-12 17-43-13.716409,11.27486515045166
0.07400000000000005,74,0.001,2025-07-12 17-43-13.756553,10.95209789276123
0.07500000000000005,75,0.001,2025-07-12 17-43-13.801484,10.930840492248535
0.07600000000000005,76,0.001,2025-07-12 17-43-13.845505,10.935168266296387
0.07700000000000005,77,0.001,2025-07-12 17-43-13.875968,11.671313285827637
0.07800000000000006,78,0.001,2025-07-12 17-43-13.916945,11.041645050048828
0.07900000000000006,79,0.001,2025-07-12 17-43-13.960710,11.035804748535156
0.08000000000000006,80,0.001,2025-07-12 17-43-14.004891,10.875716209411621
0.08100000000000006,81,0.001,2025-07-12 17-43-14.056340,10.872222900390625
0.08200000000000006,82,0.001,2025-07-12 17-43-14.102719,11.000751495361328
0.08300000000000006,83,0.001,2025-07-12 17-43-14.145960,10.84017276763916
0.08400000000000006,84,0.001,2025-07-12 17-43-14.184074,10.977989196777344
0.08500000000000006,85,0.001,2025-07-12 17-43-14.219242,10.975163459777832
0.08600000000000006,86,0.001,2025-07-12 17-43-14.264350,10.92294692993164
0.08700000000000006,87,0.001,2025-07-12 17-43-14.304750,10.794601440429688
0.08800000000000006,88,0.001,2025-07-12 17-43-14.342423,10.947867393493652
0.08900000000000007,89,0.001,2025-07-12 17-43-14.380186,10.769387245178223
0.09000000000000007,90,0.001,2025-07-12 17-43-14.414512,11.136123657226562
0.09100000000000007,91,0.001,2025-07-12 17-43-14.447660,11.119845390319824
0.09200000000000007,92,0.001,2025-07-12 17-43-14.489131,10.89856243133545
0.09300000000000007,93,0.001,2025-07-12 17-43-14.524177,11.112693786621094
0.09400000000000007,94,0.001,2025-07-12 17-43-14.547158,11.5297269821167
0.09500000000000007,95,0.001,2025-07-12 17-43-14.588629,10.881050109863281
0.09600000000000007,96,0.001,2025-07-12 17-43-14.626731,10.6947021484375
0.09700000000000007,97,0.001,2025-07-12 17-43-14.666479,10.696884155273438
0.09800000000000007,98,0.001,2025-07-12 17-43-14.713598,10.830192565917969
0.09900000000000007,99,0.001,2025-07-12 17-43-14.760709,10.761810302734375
0.10000000000000007,100,0.001,2025-07-12 17-43-14.811013,10.741585731506348
0.10100000000000008,101,0.001,2025-07-12 17-43-14.845378,11.027652740478516
0.10200000000000008,102,0.001,2025-07-12 17-43-14.889674,10.727768898010254
0.10300000000000008,103,0.001,2025-07-12 17-43-14.940935,10.764713287353516
0.10400000000000008,104,0.001,2025-07-12 17-43-14.981867,10.786738395690918
0.10500000000000008,105,0.001,2025-07-12 17-43-15.029511,10.742928504943848
0.10600000000000008,106,0.001,2025-07-12 17-43-15.086780,10.759839057922363
0.10700000000000008,107,0.001,2025-07-12 17-43-15.136605,10.733001708984375
0.10800000000000008,108,0.001,2025-07-12 17-43-15.190105,10.718850135803223
0.10900000000000008,109,0.001,2025-07-12 17-43-15.234973,10.75165843963623
0.11000000000000008,110,0.001,2025-07-12 17-43-15.268613,10.930695533752441
0.11100000000000008,111,0.001,2025-07-12 17-43-15.306198,10.5359525680542
0.11200000000000009,112,0.001,2025-07-12 17-43-15.350752,10.539414405822754
0.11300000000000009,113,0.001,2025-07-12 17-43-15.397513,10.613260269165039
0.11400000000000009,114,0.001,2025-07-12 17-43-15.431863,10.752098083496094
0.11500000000000009,115,0.001,2025-07-12 17-43-15.473161,10.505234718322754
0.11600000000000009,116,0.001,2025-07-12 17-43-15.519891,10.596800804138184
0.11700000000000009,117,0.001,2025-07-12 17-43-15.560525,10.482377052307129
0.11800000000000009,118,0.001,2025-07-12 17-43-15.604036,10.474361419677734
0.11900000000000009,119,0.001,2025-07-12 17-43-15.637806,10.726780891418457
0.12000000000000009,120,0.001,2025-07-12 17-43-15.669687,10.846546173095703
0.1210000000000001,121,0.001,2025-07-12 17-43-15.698740,11.305697441101074
0.1220000000000001,122,0.001,2025-07-12 17-43-15.738946,10.639899253845215
0.1230000000000001,123,0.001,2025-07-12 17-43-15.774849,10.790690422058105
0.1240000000000001,124,0.001,2025-07-12 17-43-15.816461,10.399552345275879
0.12500000000000008,125,0.001,2025-07-12 17-43-15.864681,10.487248420715332
0.12600000000000008,126,0.001,2025-07-12 17-43-15.913976,10.462729454040527
0.12700000000000009,127,0.001,2025-07-12 17-43-15.953543,10.659902572631836
0.12800000000000009,128,0.001,2025-07-12 17-43-15.984941,10.726515769958496
0.1290000000000001,129,0.001,2025-07-12 17-43-16.028021,10.34738540649414
0.1300000000000001,130,0.001,2025-07-12 17-43-16.084174,10.446795463562012
0.1310000000000001,131,0.001,2025-07-12 17-43-16.131325,10.313523292541504
0.1320000000000001,132,0.001,2025-07-12 17-43-16.179742,10.545279502868652
0.1330000000000001,133,0.001,2025-07-12 17-43-16.230451,10.287824630737305
0.1340000000000001,134,0.001,2025-07-12 17-43-16.272444,10.637187004089355
0.1350000000000001,135,0.001,2025-07-12 17-43-16.306683,10.560662269592285
0.1360000000000001,136,0.001,2025-07-12 17-43-16.364256,10.321151733398438
0.1370000000000001,137,0.001,2025-07-12 17-43-16.414055,10.216751098632812
0.1380000000000001,138,0.001,2025-07-12 17-43-16.463109,10.234171867370605
0.1390000000000001,139,0.001,2025-07-12 17-43-16.516302,10.217592239379883
0.1400000000000001,140,0.001,2025-07-12 17-43-16.574836,10.30261516571045
0.1410000000000001,141,0.001,2025-07-12 17-43-16.618306,10.504951477050781
0.1420000000000001,142,0.001,2025-07-12 17-43-16.667672,10.143658638000488
0.1430000000000001,143,0.001,2025-07-12 17-43-16.709196,10.4298095703125
0.1440000000000001,144,0.001,2025-07-12 17-43-16.763450,10.25189208984375
0.1450000000000001,145,0.001,2025-07-12 17-43-16.808691,10.488329887390137
0.1460000000000001,146,0.001,2025-07-12 17-43-16.844355,10.51876449584961
0.1470000000000001,147,0.001,2025-07-12 17-43-16.885187,10.503143310546875
0.1480000000000001,148,0.001,2025-07-12 17-43-16.934757,10.38830280303955
0.1490000000000001,149,0.001,2025-07-12 17-43-16.993122,10.166370391845703
0.1500000000000001,150,0.001,2025-07-12 17-43-17.043612,10.074660301208496
0.1510000000000001,151,0.001,2025-07-12 17-43-17.088496,10.410632133483887
0.1520000000000001,152,0.001,2025-07-12 17-43-17.148489,10.005193710327148
0.1530000000000001,153,0.001,2025-07-12 17-43-17.217768,10.028318405151367
0.1540000000000001,154,0.001,2025-07-12 17-43-17.289163,10.150035858154297
0.1550000000000001,155,0.001,2025-07-12 17-43-17.365939,10.559800148010254
0.1560000000000001,156,0.001,2025-07-12 17-43-17.409639,10.280780792236328
0.1570000000000001,157,0.001,2025-07-12 17-43-17.452597,10.333904266357422
0.1580000000000001,158,0.001,2025-07-12 17-43-17.504568,9.952594757080078
0.1590000000000001,159,0.001,2025-07-12 17-43-17.558743,9.968106269836426
0.16000000000000011,160,0.001,2025-07-12 17-43-17.612616,9.918231010437012
0.16100000000000012,161,0.001,2025-07-12 17-43-17.676750,9.963702201843262
0.16200000000000012,162,0.001,2025-07-12 17-43-17.733198,9.907917976379395
0.16300000000000012,163,0.001,2025-07-12 17-43-17.786772,9.867513656616211
0.16400000000000012,164,0.001,2025-07-12 17-43-17.851708,9.999157905578613
